row,call_id,model_key,item_id,item_class,version,measure,frame
68,a420cb6335548501,grok,nbk_s1_living,preference,a,forced_choice,minimal
69,e291830929d4d4ce,opus,nbk_s1_employees,moral,b,forced_choice,participant
70,077af0c183e92ba9,grok,nbk_s1_employees,moral,b,forced_choice,minimal
71,3ab4ea88a56eb15a,sonnet,nbk_s1_computers,preference,b,forced_choice,minimal
72,241981238ca03dfc,haiku,nbk_s1_boyfriend,moral,a,rating,minimal
73,6071160db7b788e9,grok,nbk_s1_terrorism,moral,b,rating,participant
74,90e18d45c9ef6ccc,haiku,nbk_s1_pets,preference,b,rating,participant
75,b613de12246ae4e1,sol,nbk_s1_pets,preference,a,forced_choice,participant
76,a63dc0c76f8ac436,haiku,nbk_s1_terrorism,moral,b,forced_choice,minimal
77,6567d4844b6c03bd,sol,nbk_s1_computers,preference,b,rating,minimal
78,81418fcc9efd5310,sonnet,nbk_s1_computers,preference,a,forced_choice,minimal
79,7b7b09d72ffa4cb4,haiku,nbk_s1_police,moral,a,forced_choice,participant
80,cdc98094c7cc1234,sol,nbk_s1_father,moral,a,forced_choice,participant
81,9da0f0c30ebd63ca,grok,nbk_s1_sport,preference,b,rating,minimal
82,97cb43449da29ceb,grok,nbk_s1_computers,preference,a,rating,participant
83,42972c818023c632,sonnet,nbk_s1_terrorism,moral,a,forced_choice,minimal
84,b6f4777c1157ee0b,grok,nbk_s1_living,preference,a,forced_choice,minimal
85,c14ba82d1dd302fd,sonnet,nbk_s1_sport,preference,b,rating,participant
86,74689057181d7137,grok,nbk_s1_computers,preference,a,forced_choice,participant
87,5899bd9b2d5fec54,haiku,nbk_s1_computers,preference,b,rating,minimal
88,392a41d8cf6fb222,sol,nbk_s1_living,preference,a,rating,minimal
89,7e62240956201cdf,haiku,nbk_s1_minorities,moral,a,forced_choice,participant
90,02758b271d79708a,sonnet,nbk_s1_terrorism,moral,a,forced_choice,participant
91,a751fe2d3262e9d5,sol,nbk_s1_minorities,moral,a,forced_choice,participant
92,f818eb528b35c757,sonnet,nbk_s1_pets,preference,b,rating,participant
93,ca5f577474f29adf,grok,nbk_s1_sport,preference,b,forced_choice,participant
94,6c4bd9c8152e874f,haiku,nbk_s1_employees,moral,a,rating,minimal
95,1898f33f6d5535f1,sol,nbk_s1_minorities,moral,b,rating,minimal
96,be768da0a6a928f7,opus,nbk_s1_boyfriend,moral,a,rating,participant
97,0653bc0c82c01b3c,sonnet,nbk_s1_police,moral,b,forced_choice,participant
98,cd0931b7c44ee1ea,sol,nbk_s1_alcohol,moral,b,forced_choice,participant
99,0044b9ae92d0a4c4,opus,nbk_s1_alcohol,moral,a,rating,minimal
100,f512bd5078c12d0b,sonnet,nbk_s1_police,moral,a,forced_choice,participant
101,e70a03c1bd65a38c,haiku,nbk_s1_pets,preference,a,forced_choice,participant
102,1419cfae09eb9851,grok,nbk_s1_minorities,moral,b,forced_choice,participant
103,634e0a5ba02634db,sonnet,nbk_s1_boyfriend,moral,a,forced_choice,minimal
104,3f37024d8bb081b0,sonnet,nbk_s1_pets,preference,b,forced_choice,minimal
105,55b0e8f21cfc2161,sol,nbk_s1_pets,preference,a,forced_choice,minimal
106,4cc1a24d73d5ce42,sonnet,nbk_s1_pets,preference,b,rating,minimal
107,b6a6526960b4d30c,sol,nbk_s1_terrorism,moral,a,forced_choice,minimal
108,9dd92f2c1b336c33,haiku,nbk_s1_sport,preference,b,forced_choice,minimal
109,d1c2ce9fa6480ae2,sol,nbk_s1_computers,preference,a,rating,participant
110,f819b77857d528f4,opus,nbk_s1_minorities,moral,a,forced_choice,minimal
111,d981094980da0638,opus,nbk_s1_living,preference,a,forced_choice,participant
112,07e3b8a1ff37f385,opus,nbk_s1_boyfriend,moral,a,forced_choice,minimal
113,f362a8a412a789c9,haiku,nbk_s1_boyfriend,moral,a,forced_choice,minimal
114,aca042b3581de765,grok,nbk_s1_boyfriend,moral,b,rating,participant
115,df49e92e07d36bf3,haiku,nbk_s1_pets,preference,a,rating,participant
116,7f8cee4399a66e38,sonnet,nbk_s1_living,preference,b,forced_choice,minimal
117,f59c36b2754a8390,sonnet,nbk_s1_employees,moral,a,rating,minimal
118,3710ce61bef9c385,haiku,nbk_s1_alcohol,moral,a,forced_choice,minimal
119,01ecd34c46da2730,grok,nbk_s1_police,moral,b,forced_choice,minimal
120,e79084d075e1ecaa,sol,nbk_s1_business,moral,b,forced_choice,minimal
121,b3fd5d8ca1eb68fd,sonnet,nbk_s1_living,preference,b,forced_choice,minimal
122,0242e9d10d2bd300,opus,nbk_s1_minorities,moral,a,forced_choice,minimal
123,0216c7196f86a13d,opus,nbk_s1_sport,preference,a,rating,minimal
124,b60ae52f99770597,sol,nbk_s1_living,preference,b,forced_choice,minimal
125,fdc080dbecebf3bf,sol,nbk_s1_father,moral,a,rating,participant
126,6bbacfe48d4472fd,sonnet,nbk_s1_pets,preference,a,rating,participant
127,7b9b368714fab6f0,sol,nbk_s1_boyfriend,moral,a,rating,participant
128,1407f741d7115589,sol,nbk_s1_business,moral,a,rating,participant
129,16fb611a379e7b26,grok,nbk_s1_pets,preference,a,forced_choice,participant
130,917399845100be42,haiku,nbk_s1_pets,preference,a,rating,minimal
131,81c00640db14b72a,grok,nbk_s1_computers,preference,b,rating,participant
132,7f66a1954852e6d5,sol,nbk_s1_employees,moral,b,forced_choice,participant
133,5f3128770d7564fe,sol,nbk_s1_business,moral,b,forced_choice,minimal
134,2be44b4f63c5f5a9,opus,nbk_s1_living,preference,b,forced_choice,participant
135,8267f9bb03b31376,grok,nbk_s1_alcohol,moral,a,rating,participant
136,b6a4cd9e9b660f09,haiku,nbk_s1_boyfriend,moral,b,rating,participant
137,95c4152de5021887,sonnet,nbk_s1_sport,preference,b,rating,participant
138,50a8b2d4df3df27e,sol,nbk_s1_living,preference,a,forced_choice,participant
139,a29926c62b44f69d,haiku,nbk_s1_boyfriend,moral,a,forced_choice,participant
140,6fffe0e6054302bd,opus,nbk_s1_father,moral,b,rating,minimal
141,0f43b25eb4440e00,haiku,nbk_s1_minorities,moral,b,rating,minimal
142,5047b3957ae9d167,opus,nbk_s1_living,preference,a,rating,participant
143,8a867672edb5f491,sonnet,nbk_s1_living,preference,a,forced_choice,participant
144,939b025acb0fc830,sol,nbk_s1_pets,preference,b,forced_choice,minimal
145,39dc3707dff3eb75,grok,nbk_s1_boyfriend,moral,b,forced_choice,participant
146,fd3389e039c3f0af,sonnet,nbk_s1_living,preference,a,rating,minimal
147,74203afc6353d497,haiku,nbk_s1_business,moral,b,rating,participant
148,e0482916d1518700,sol,nbk_s1_pets,preference,b,forced_choice,participant
149,129e9df8bd0a93ca,sol,nbk_s1_father,moral,b,rating,participant
150,4d58ed02cf712bc7,opus,nbk_s1_living,preference,b,forced_choice,participant
151,6087b6f794c6cb79,sonnet,nbk_s1_sport,preference,b,rating,minimal
152,12771dfb4a365086,sonnet,nbk_s1_sport,preference,a,forced_choice,participant
153,f5b48c2b529936ae,grok,nbk_s1_business,moral,a,rating,minimal
154,25bc2557555cf2f9,haiku,nbk_s1_employees,moral,b,forced_choice,minimal
155,71f9c4d219f08c12,opus,nbk_s1_computers,preference,b,forced_choice,participant
156,9e0e5bde4aa78211,sonnet,nbk_s1_sport,preference,a,rating,minimal
157,0e13444c1c72fb3c,sol,nbk_s1_business,moral,a,rating,participant
158,c582feb1f9233624,opus,nbk_s1_pets,preference,b,rating,minimal
159,7e964cf24d1dd7fd,haiku,nbk_s1_sport,preference,a,forced_choice,minimal
160,01a592f581ebaf4e,opus,nbk_s1_pets,preference,b,forced_choice,minimal
161,3ab43b1214a7d53c,sol,nbk_s1_pets,preference,b,rating,participant
162,6f7a7ebda21cb4e5,sol,nbk_s1_living,preference,b,rating,minimal
163,c7eb30bef3e890f2,sol,nbk_s1_father,moral,b,rating,minimal
164,213aa39984799b94,grok,nbk_s1_father,moral,a,forced_choice,minimal
165,5c0bc490344078ae,grok,nbk_s1_alcohol,moral,a,forced_choice,participant
166,5c947105e3a4d895,grok,nbk_s1_terrorism,moral,a,forced_choice,minimal
167,57dd4b6ab91d4983,haiku,nbk_s1_pets,preference,b,rating,minimal
168,317da7a20fd40017,haiku,nbk_s1_employees,moral,a,rating,participant
169,f152d3917e52d7fa,haiku,nbk_s1_employees,moral,a,forced_choice,minimal
170,2cd01d19f5574dce,sol,nbk_s1_police,moral,b,forced_choice,participant
171,19e77bc9dca26de9,haiku,nbk_s1_living,preference,b,rating,participant
172,cea98840e8adaf07,haiku,nbk_s1_computers,preference,a,forced_choice,participant
173,a2c9c30d9a04154e,opus,nbk_s1_employees,moral,b,forced_choice,participant
174,9dd4652decae3f23,opus,nbk_s1_police,moral,b,rating,participant
175,09b52929250296a2,opus,nbk_s1_sport,preference,a,rating,participant
176,4f14e2b6b0cc8c4e,opus,nbk_s1_computers,preference,a,forced_choice,minimal
177,d41b8cc20b14df20,sol,nbk_s1_terrorism,moral,a,forced_choice,participant
178,258263ed995cb487,sonnet,nbk_s1_employees,moral,a,forced_choice,participant
179,4c50aa06a7ee6ba6,sonnet,nbk_s1_business,moral,b,forced_choice,minimal
180,ad99acacafa344c0,sonnet,nbk_s1_father,moral,a,rating,participant
181,9c59b5a894c343b3,opus,nbk_s1_terrorism,moral,a,forced_choice,minimal
182,55118b8f297f73f3,grok,nbk_s1_alcohol,moral,a,forced_choice,minimal
183,7b5d0d64de552eed,grok,nbk_s1_pets,preference,b,rating,participant
184,8c7de27c0119dde2,opus,nbk_s1_alcohol,moral,b,forced_choice,minimal
185,889c1bfb85c19805,grok,nbk_s1_employees,moral,a,rating,participant
186,9ad3f6a5b5759955,haiku,nbk_s1_pets,preference,b,forced_choice,participant
187,a922d77c19a5c24f,haiku,nbk_s1_sport,preference,b,rating,minimal
188,4d80241d27e9c89d,grok,nbk_s1_father,moral,a,forced_choice,minimal
189,a83cd62e5a3b4917,sol,nbk_s1_alcohol,moral,b,forced_choice,minimal
190,5b172ce76451ec0b,opus,nbk_s1_police,moral,b,forced_choice,minimal
191,f0f8d333953c1e9f,haiku,nbk_s1_pets,preference,b,forced_choice,minimal
192,d0b0562a2c46d2a1,sol,nbk_s1_employees,moral,b,rating,minimal
193,286421cfce029a1c,sol,nbk_s1_police,moral,b,forced_choice,participant
194,929cd1136bd833f8,sol,nbk_s1_pets,preference,a,rating,minimal
195,b376bcdf9d46907a,haiku,nbk_s1_living,preference,a,rating,minimal
196,5fb0cac626dea31f,grok,nbk_s1_father,moral,b,forced_choice,minimal
197,0237627b4c7841d7,sol,nbk_s1_computers,preference,b,rating,minimal
198,4beb5628c24fe383,haiku,nbk_s1_police,moral,a,rating,participant
199,5060822d52ce207a,haiku,nbk_s1_living,preference,b,forced_choice,minimal
200,21835917f8878265,opus,nbk_s1_computers,preference,a,forced_choice,minimal
201,a7f2a0f3f9c3d184,haiku,nbk_s1_computers,preference,a,rating,minimal
202,630c8799d7e6c09d,sonnet,nbk_s1_living,preference,a,forced_choice,minimal
203,9830bdb17fb5d054,sonnet,nbk_s1_computers,preference,a,forced_choice,minimal
204,0c9c96cd48b51263,sonnet,nbk_s1_business,moral,b,forced_choice,minimal
205,c9290b5f5899452b,grok,nbk_s1_terrorism,moral,a,forced_choice,minimal
206,454ca25fa6a61ca6,grok,nbk_s1_computers,preference,a,forced_choice,participant
207,2e3c7668f947ec71,haiku,nbk_s1_sport,preference,a,rating,minimal
208,58dbfe1e6a821e8e,grok,nbk_s1_computers,preference,b,forced_choice,participant
209,6d704d53319ef32a,sol,nbk_s1_sport,preference,a,forced_choice,minimal
210,c46c246e670dda29,haiku,nbk_s1_terrorism,moral,b,rating,minimal
211,3ea424b68c9abc19,haiku,nbk_s1_boyfriend,moral,b,rating,minimal
212,ef810682dc75d5c9,opus,nbk_s1_employees,moral,a,rating,participant
213,9f96bb3abe7b86a7,sonnet,nbk_s1_pets,preference,a,rating,minimal
214,38cf7e00b162925e,haiku,nbk_s1_police,moral,b,forced_choice,minimal
215,d53bc9548621b597,sonnet,nbk_s1_alcohol,moral,b,forced_choice,participant
216,a74a00b01fd7b139,grok,nbk_s1_sport,preference,a,rating,minimal
217,1047caaeb2b3d2b6,opus,nbk_s1_pets,preference,a,forced_choice,participant
218,bd1afcf9ff37df4e,haiku,nbk_s1_pets,preference,b,rating,participant
219,11f23453319a0572,sol,nbk_s1_computers,preference,a,rating,participant
220,d8fa64f7b08624d3,grok,nbk_s1_boyfriend,moral,b,forced_choice,participant
221,0474c39215287745,grok,nbk_s1_pets,preference,a,rating,minimal
222,a7f4e55d16c27122,haiku,nbk_s1_father,moral,a,forced_choice,participant
223,f776063952f40808,sonnet,nbk_s1_living,preference,a,forced_choice,minimal
224,70d58a67bccdae0f,sonnet,nbk_s1_sport,preference,b,forced_choice,participant
225,48faf714c8722194,grok,nbk_s1_living,preference,b,forced_choice,participant
226,4e2acea9e34d0188,sol,nbk_s1_living,preference,a,rating,minimal
227,bcdc76fab8cfb536,grok,nbk_s1_pets,preference,b,rating,minimal
228,703751d2a56c568a,haiku,nbk_s1_minorities,moral,a,rating,participant
229,1ae8cbfec3eb8b18,haiku,nbk_s1_employees,moral,b,forced_choice,minimal
230,57cbb457a52f2128,opus,nbk_s1_minorities,moral,a,rating,minimal
231,3fecab00c492ccbd,haiku,nbk_s1_boyfriend,moral,a,rating,participant
232,d9aeb7ea3da6c08e,opus,nbk_s1_police,moral,a,rating,participant
233,2a9b9855fab2777e,grok,nbk_s1_boyfriend,moral,b,forced_choice,minimal
234,4155682a1943f091,grok,nbk_s1_minorities,moral,b,rating,participant
235,2ab5c5624ad6b4bb,grok,nbk_s1_sport,preference,b,forced_choice,participant
236,46f3eb0406efa991,opus,nbk_s1_employees,moral,b,rating,minimal
237,f817118a0634a163,sol,nbk_s1_sport,preference,b,rating,minimal
238,802545a2b2754b76,opus,nbk_s1_pets,preference,a,forced_choice,participant
239,94652146fbbff913,sol,nbk_s1_sport,preference,a,rating,participant
240,20055f612a5d31f4,sonnet,nbk_s1_employees,moral,a,rating,participant
241,dd8f8f0fb38d5a1a,grok,nbk_s1_pets,preference,a,forced_choice,minimal
242,91d99309768ac885,sonnet,nbk_s1_police,moral,a,forced_choice,participant
243,374eec0d067acbfe,sol,nbk_s1_employees,moral,a,forced_choice,participant
244,3a9cc6cb20ba6c3d,sol,nbk_s1_father,moral,a,forced_choice,minimal
245,034c35b6708fe3a7,sol,nbk_s1_business,moral,a,forced_choice,minimal
246,0c0a1f2790427490,sonnet,nbk_s1_pets,preference,b,rating,participant
247,8610423a0219f23a,opus,nbk_s1_computers,preference,a,rating,participant
248,47ae5c4f1e028f29,sonnet,nbk_s1_police,moral,b,forced_choice,participant
249,9f8033ec7179c4cf,sol,nbk_s1_minorities,moral,b,rating,minimal
250,778a087590711af6,opus,nbk_s1_business,moral,b,rating,minimal
251,1c063acab85d6b94,opus,nbk_s1_sport,preference,b,rating,minimal
252,4b229141ff2b907e,sonnet,nbk_s1_minorities,moral,b,rating,minimal
253,4278d08d8796e99f,sonnet,nbk_s1_pets,preference,b,forced_choice,participant
254,061b6f9d839f7474,opus,nbk_s1_terrorism,moral,b,rating,participant
255,2dcb88488a23be5e,grok,nbk_s1_sport,preference,a,rating,participant
256,6f25f3960a605fae,haiku,nbk_s1_police,moral,a,rating,minimal
257,bf6099b11f227658,opus,nbk_s1_pets,preference,b,rating,minimal
258,67a558c6c40b1763,sonnet,nbk_s1_living,preference,b,rating,participant
259,dd6d1d686c2ed433,haiku,nbk_s1_terrorism,moral,a,rating,minimal
260,f30a8083967a1ad1,grok,nbk_s1_alcohol,moral,b,rating,minimal
261,de63011a32ec5f5c,sol,nbk_s1_alcohol,moral,b,rating,participant
262,1d26aa92fd29bacf,grok,nbk_s1_business,moral,a,rating,minimal
263,154d8a99b17a5f41,opus,nbk_s1_pets,preference,b,forced_choice,participant
264,7fa20cee858c5007,sol,nbk_s1_father,moral,b,rating,participant
265,7f17601b3113ad82,grok,nbk_s1_living,preference,b,rating,participant
266,94d7d0918da78098,grok,nbk_s1_computers,preference,b,forced_choice,minimal
267,be7680079cd4a57a,grok,nbk_s1_computers,preference,b,forced_choice,participant
268,679907fb5252870e,opus,nbk_s1_business,moral,a,forced_choice,participant
269,b0ddcdbab8346379,sonnet,nbk_s1_living,preference,b,forced_choice,participant
270,35aaee534da86d82,sonnet,nbk_s1_father,moral,b,rating,minimal
271,f2cfc20120759522,sol,nbk_s1_computers,preference,b,forced_choice,minimal
272,10d3e8d576761b83,sonnet,nbk_s1_father,moral,b,rating,participant
273,b2447626a93b395e,sonnet,nbk_s1_minorities,moral,b,forced_choice,minimal
274,c6f8d17503517a91,opus,nbk_s1_computers,preference,b,rating,participant
275,7543e93844233873,haiku,nbk_s1_pets,preference,b,forced_choice,minimal
276,1ac4de7412ffcc72,haiku,nbk_s1_alcohol,moral,b,rating,minimal
277,a154bb161c181dde,sol,nbk_s1_pets,preference,a,forced_choice,participant
278,6b685dd53ed75dd1,sonnet,nbk_s1_living,preference,a,rating,minimal
279,79ef13ab9d827c1d,opus,nbk_s1_sport,preference,b,forced_choice,participant
280,969cdbab521649f0,sol,nbk_s1_sport,preference,b,rating,minimal
281,437993767e92a05f,sol,nbk_s1_pets,preference,b,forced_choice,minimal
282,3d4c7bad65a52562,sonnet,nbk_s1_police,moral,a,rating,minimal
283,d7021431c521a2ab,sonnet,nbk_s1_computers,preference,b,rating,minimal
284,c9e10e71ddbb4314,opus,nbk_s1_pets,preference,a,forced_choice,participant
285,239f67321eaa6e85,sol,nbk_s1_minorities,moral,b,forced_choice,minimal
286,c0f730cc1cb288df,grok,nbk_s1_living,preference,b,rating,minimal
287,494e07ba65664568,sol,nbk_s1_pets,preference,b,forced_choice,minimal
288,c7e928abf6c23a1e,opus,nbk_s1_minorities,moral,a,rating,participant
289,b9069434462dc080,sonnet,nbk_s1_alcohol,moral,b,rating,minimal
290,bb6ad8cea9b5e087,sol,nbk_s1_pets,preference,b,rating,participant
291,290d85022f4e0921,sonnet,nbk_s1_employees,moral,b,rating,participant
292,427968cf3554e0fb,opus,nbk_s1_alcohol,moral,a,rating,participant
293,6cd203ead55cd0be,grok,nbk_s1_sport,preference,b,rating,participant
294,8c9e7b4e8863cc26,opus,nbk_s1_business,moral,b,forced_choice,participant
295,e7700d1e82b37731,sonnet,nbk_s1_pets,preference,b,forced_choice,minimal
296,8962acbf7fd9e807,opus,nbk_s1_alcohol,moral,b,rating,participant
297,b1b4469ffb829406,haiku,nbk_s1_police,moral,b,forced_choice,participant
298,7b2c39798d84034e,opus,nbk_s1_living,preference,a,rating,participant
299,ad7b6b3c876bec7e,haiku,nbk_s1_father,moral,a,forced_choice,minimal
300,5ba32c42043f6500,sol,nbk_s1_living,preference,a,forced_choice,minimal
301,6a388a5f6afff744,opus,nbk_s1_police,moral,a,forced_choice,minimal
302,196a7851f6666d0c,grok,nbk_s1_alcohol,moral,b,rating,participant
303,b791ceebe33e983a,sonnet,nbk_s1_minorities,moral,a,rating,participant
304,18bbbbadbbdf7329,sonnet,nbk_s1_living,preference,b,rating,participant
305,794806a6884761df,sonnet,nbk_s1_computers,preference,a,forced_choice,participant
306,b53e46d4926d46ce,haiku,nbk_s1_living,preference,a,rating,participant
307,9747e47701b1d618,grok,nbk_s1_business,moral,b,forced_choice,participant
308,943383a71db6b324,haiku,nbk_s1_pets,preference,a,rating,minimal
309,fcae7870df21cab4,sonnet,nbk_s1_terrorism,moral,a,rating,participant
310,508c20e30b470267,sonnet,nbk_s1_alcohol,moral,b,rating,minimal
311,06d7629a1ad68113,sol,nbk_s1_living,preference,b,forced_choice,minimal
312,dc0e2b596f467d00,opus,nbk_s1_minorities,moral,b,rating,participant
313,db2d33479eceec07,sol,nbk_s1_pets,preference,a,forced_choice,participant
314,1e263dcf80bf6046,sonnet,nbk_s1_father,moral,b,rating,participant
315,fc650b22b3816449,grok,nbk_s1_business,moral,a,rating,minimal
316,e6aa1d8aab82ed00,grok,nbk_s1_living,preference,a,rating,participant
317,e8bd35042e562ca2,sol,nbk_s1_terrorism,moral,a,rating,participant
318,760b72e9c44258bc,grok,nbk_s1_pets,preference,b,forced_choice,minimal
319,978d7c0525602bc4,sol,nbk_s1_father,moral,b,forced_choice,participant
320,ebacff99dc93e934,opus,nbk_s1_alcohol,moral,b,rating,minimal
321,158dc81090cc6f5e,haiku,nbk_s1_alcohol,moral,a,forced_choice,participant
322,e3e78a593110620e,sonnet,nbk_s1_minorities,moral,a,forced_choice,participant
323,246d0ae98a8dba21,sol,nbk_s1_police,moral,a,forced_choice,participant
324,3f8e7d740f0e71ce,opus,nbk_s1_computers,preference,a,forced_choice,participant
325,82b2f2949f8e397e,sonnet,nbk_s1_father,moral,b,forced_choice,minimal
326,c4aec18e9e9ce775,opus,nbk_s1_pets,preference,a,rating,minimal
327,249f0cc20e0aa694,sonnet,nbk_s1_boyfriend,moral,b,rating,minimal
328,7f544b07ec565e94,sonnet,nbk_s1_living,preference,a,forced_choice,participant
329,99dd729da100df96,sonnet,nbk_s1_father,moral,a,rating,minimal
330,c6e7fb1fedca7251,grok,nbk_s1_employees,moral,a,forced_choice,minimal
331,f3072b9c4dba977e,haiku,nbk_s1_employees,moral,b,rating,minimal
332,992e92a78ce3ebea,grok,nbk_s1_alcohol,moral,b,rating,minimal
333,9b87d7194563e011,grok,nbk_s1_employees,moral,a,forced_choice,minimal
334,5af13521b1a1ee27,sol,nbk_s1_computers,preference,b,rating,participant
335,1ac6c14c6f39c5b8,opus,nbk_s1_business,moral,b,rating,minimal
336,0ef3f5e96a680cc3,haiku,nbk_s1_pets,preference,b,forced_choice,participant
337,d68774b46ffcf062,grok,nbk_s1_employees,moral,b,rating,minimal
338,18596c0caf38186e,haiku,nbk_s1_computers,preference,b,rating,minimal
339,d1b61ffe47f7e57d,opus,nbk_s1_minorities,moral,b,forced_choice,minimal
340,5a5a319979dc3940,opus,nbk_s1_pets,preference,b,rating,participant
341,69154e321dac0f46,grok,nbk_s1_living,preference,a,forced_choice,minimal
342,17dbda88bf442092,grok,nbk_s1_sport,preference,b,forced_choice,minimal
343,3e71019b60c3dd3a,opus,nbk_s1_employees,moral,b,forced_choice,participant
344,cdbf5d01abd0e74b,sol,nbk_s1_sport,preference,a,forced_choice,participant
